season,franchise,team_qb_epa,team_qb_dropbacks,team_qb_metric,offense_epa,offense_plays,offense_metric,defense_epa_allowed,defense_plays,defense_metric,wins,losses,ties,games,record_metric
2006,NYJ,13.149525849317962,533.0,0.024670780205099368,-19.88084605596068,1037,-0.01917150053612409,-21.804749628522472,1036,0.02104705562598694,10,6,0,16,0.625
2006,PHI,67.64407795903465,604.0,0.11199350655469312,54.665206304208446,1000,0.054665206304208444,-73.1498287538179,1090,0.06710993463653019,10,6,0,16,0.625
2006,PIT,24.237423152425656,583.0,0.04157362461822583,4.005703994737232,1042,0.0038442456763313165,-79.22898021490855,985,0.0804355129085366,8,8,0,16,0.5
2006,SEA,-30.323081458611643,573.0,-0.052919862929514214,-80.3174072914301,1071,-0.07499291063625593,-33.0061756649858,1004,0.03287467695715717,9,7,0,16,0.5625
2006,SF,-46.14201969027953,493.0,-0.09359436042653049,-85.0096134705068,931,-0.09131000372771945,48.71920176273009,1042,-0.0467554719411997,7,9,0,16,0.4375
2006,TB,-128.79565652501515,598.0,-0.21537735204852032,-184.53975651333178,992,-0.18602798035618123,6.209476348910925,1011,-0.0061419152808218835,4,12,0,16,0.25
2006,TEN,-48.25642647778445,516.0,-0.09352020635229545,-82.9840391914528,970,-0.0855505558674771,53.38478281351097,1082,-0.04933898596442788,8,8,0,16,0.5
2006,WAS,11.108606811130468,508.0,0.02186733624238281,-6.5107550211884675,1007,-0.006465496545370871,113.23124984147968,1016,-0.11144808055263748,5,11,0,16,0.3125
2007,ARI,3.680078775379754,621.0,0.0059260527783892986,-37.99102602012892,1041,-0.036494741613956695,-59.34729484991211,1033,0.057451398693041736,8,8,0,16,0.5
2007,ATL,-95.96080428452939,617.0,-0.15552804584202495,-150.23842332399536,1013,-0.14831038827640214,20.711756086071542,1040,-0.0199151500827611,4,12,0,16,0.25
2007,BAL,-72.15613616449181,614.0,-0.11751813707571956,-113.96004407529983,1058,-0.10771270706550079,-23.984720482120846,994,0.02412949746692238,5,11,0,16,0.3125
2007,BUF,-70.76335801151218,485.0,-0.1459038309515715,-117.0034095083802,934,-0.1252713163901287,26.5664469690096,1055,-0.025181466321336114,7,9,0,16,0.4375
2007,CAR,-55.66788426910395,554.0,-0.10048354561210099,-88.55415983722983,1011,-0.08759066254918875,-33.7010901773862,1045,0.03224984705969971,7,9,0,16,0.4375
2007,CHI,-65.32237224648915,613.0,-0.1065617818050394,-133.8646521405919,1045,-0.12810014558908314,-56.97349384811678,1066,0.053446054266526065,7,9,0,16,0.4375
2007,CIN,48.46531223725614,592.0,0.0818670814818516,24.467286658439654,1024,0.023893834627382475,3.8976672261053333,1009,-0.003862901116060786,7,9,0,16,0.4375
2007,CLE,20.944947036894742,570.0,0.036745521117359195,-13.159103674749717,1018,-0.012926427971266913,9.615676109234057,1093,-0.008797507876700876,10,6,0,16,0.625
2007,DAL,130.48848204610437,573.0,0.2277285899582973,108.46784059122247,996,0.1089034544088579,-40.10864096393012,1017,0.039438191704946036,13,3,0,16,0.8125
2007,DEN,32.97143957850212,556.0,0.05930115032104698,-1.289066393168873,995,-0.0012955441137375609,52.02871847758522,1011,-0.05146262955250764,7,9,0,16,0.4375
2007,DET,-33.34293882114923,653.0,-0.05106116205382731,-64.70771612300184,991,-0.06529537449344283,28.770636819898844,1091,-0.026370886177725796,7,9,0,16,0.4375
2007,GB,104.5318542901043,598.0,0.17480243192325134,74.84342475484058,1001,0.07476865609874184,-54.416278433033824,1045,0.052072993715821844,13,3,0,16,0.8125
2007,HOU,10.218649281273075,559.0,0.01828023127240264,-14.216083714000195,973,-0.014610569079136892,40.66689846905603,1014,-0.04010542255330969,8,8,0,16,0.5
2007,IND,122.49772936258152,576.0,0.2126696690322596,143.1138818366439,1028,0.13921583836249407,-86.76912733649559,995,0.08720515310200562,13,3,0,16,0.8125
2007,JAX,102.31711434556013,522.0,0.1960097975968585,111.3628273203865,1032,0.10790971639572336,-38.73148197531781,985,0.03932130149778458,11,5,0,16,0.6875
2007,KC,-83.48236819281111,623.0,-0.1340005909996968,-136.63251820441522,1032,-0.13239585097327056,-48.598811112390614,985,0.0493388945303458,4,12,0,16,0.25
2007,LAC,19.848290470177325,503.0,0.03945982200830482,-21.70735060230763,995,-0.021816432766138323,-106.48636892917605,1048,0.10160913065761074,11,5,0,16,0.6875
2007,LAR,-99.7044226772259,624.0,-0.1597827286494005,-155.81249707517892,1046,-0.1489603222516051,29.706961262509317,1001,-0.029677283978530786,3,13,0,16,0.1875
2007,LV,-38.36910742692468,517.0,-0.07421490798244619,-110.44047361989664,1048,-0.10538213131669526,19.913125457344186,960,-0.02074283901806686,4,12,0,16,0.25
2007,MIA,-56.9394867538276,606.0,-0.09395954909872542,-79.26747773339642,1010,-0.07848265122118457,81.37719082097549,1006,-0.08089183978228179,1,15,0,16,0.0625
2007,MIN,-18.167678088113313,494.0,-0.03677667629172735,-31.896018073075897,971,-0.032848628293590004,-98.93765848497505,1083,0.09135517865648665,8,8,0,16,0.5
2007,NE,263.9397625643609,623.0,0.4236593299588457,276.3302913089898,1078,0.2563360772810666,-75.61742762949521,951,0.07951359372186668,16,0,0,16,1.0
2007,NO,43.95520694566539,673.0,0.06531234315849241,11.847273835485312,1084,0.010929219405429255,5.6681501814189055,975,-0.005813487365557851,7,9,0,16,0.4375
2007,NYG,-57.33223471461516,580.0,-0.09884868054243993,-40.590732903643136,1062,-0.03822102909947565,-62.49055977546758,999,0.06255311288835594,10,6,0,16,0.625
2007,NYJ,-52.32460507571253,576.0,-0.09084132825644536,-77.08442875999772,1030,-0.07483925122329876,48.80684286990824,1022,-0.047756206330634286,4,12,0,16,0.25
2007,PHI,22.105804640416913,656.0,0.03369787292746481,42.67911146945439,1057,0.040377588902038214,-30.062700616394935,996,0.030183434353810174,8,8,0,16,0.5
2007,PIT,98.71354094081275,511.0,0.19317718383720694,55.51047395096853,1001,0.0554550189320365,-84.49799916997426,942,0.0897006360615438,10,6,0,16,0.625
2007,SEA,56.03699068839227,641.0,0.08742120232198483,6.1421200354322725,1061,0.005788991550831548,-126.39818889012243,1059,0.11935617458935073,10,6,0,16,0.625
2007,SF,-168.1418643607716,578.0,-0.29090287951690585,-236.69007696310032,932,-0.253959310046245,-4.861395514932359,1088,0.004468194407106947,5,11,0,16,0.3125
2007,TB,28.359867703937585,553.0,0.05128366673406435,-4.316379425665859,979,-0.004408967748381879,-96.28328281321431,986,0.09765038824869605,9,7,0,16,0.5625
2007,TEN,-7.891829045870092,543.0,-0.01453375514893203,-68.83867115879255,1042,-0.06606398383761282,-78.71282047101289,1005,0.0783212143990178,10,6,0,16,0.625
2007,WAS,46.78205441767111,577.0,0.08107808391277489,-42.313456367615245,1062,-0.039843179253875,-46.55996321141664,1051,0.04430063102894066,9,7,0,16,0.5625
2008,ARI,87.76837739653206,662.0,0.13258063050835658,52.7690202168684,1015,0.051989182479673296,28.609153020382145,1013,-0.028242006930288395,9,7,0,16,0.5625
2008,ATL,64.99040290774462,464.0,0.1400655235080703,67.41860667353004,1024,0.06583848307961918,14.667087183925446,1018,-0.014407747724877648,11,5,0,16,0.6875
2008,BAL,-3.8715427275255587,480.0,-0.008065714015678247,-19.18032395601195,1072,-0.017892093242548462,-206.74698750243917,952,0.21717120535970502,11,5,0,16,0.6875
2008,BUF,-25.358123421015563,534.0,-0.0474871225112651,-48.59203516142157,971,-0.050043290588487714,-4.657340813894716,977,0.004766981385767365,7,9,0,16,0.4375
2008,CAR,28.74726463892912,436.0,0.06593409320855304,61.83685314342963,943,0.0655746056664153,-35.99533126272881,1050,0.03428126786926553,12,4,0,16,0.75
2008,CHI,-55.76137995059414,566.0,-0.09851833913532533,-95.02114328618465,1004,-0.09464257299420782,-69.9324000049458,1097,0.06374876937552033,9,7,0,16,0.5625
2008,CIN,-98.81128117665318,605.0,-0.1633244316969474,-170.6366566343388,994,-0.1716666565737815,0.6568882199686408,1028,-0.0006389963229266934,4,11,1,16,0.28125
2008,CLE,-116.5949341572282,525.0,-0.22208558887091084,-147.1159698376327,951,-0.15469607764209536,35.559188215845616,1023,-0.034759714775997666,4,12,0,16,0.25
2008,DAL,-5.1254192303779575,589.0,-0.008701900221354766,-18.23956230832916,998,-0.018276114537403968,-30.490886387769997,997,0.030582634290641925,9,7,0,16,0.5625
2008,DEN,110.809717153109,652.0,0.16995355391581135,105.60912686376605,1042,0.10135232904392136,146.30981708298256,998,-0.14660302312924103,8,8,0,16,0.5
2008,DET,-126.25606034482762,569.0,-0.2218911429610327,-153.9437954505723,949,-0.16221685505855882,179.79659606099486,1014,-0.1773141972988115,0,16,0,16,0.0
2008,GB,85.70677282411677,594.0,0.14428749633689691,52.50618157931283,1034,0.05077967270726579,-21.65319973115575,1034,0.0209411989663015,6,10,0,16,0.375
2008,HOU,29.07747782801387,598.0,0.048624544862899445,37.86104274771104,1029,0.0367940162757153,49.9206426567711,957,-0.05216368093706489,8,8,0,16,0.5
2008,IND,136.17562541004492,603.0,0.22583022456060517,111.97493552448917,982,0.1140274292510073,-13.015834268579681,999,0.013028863131711392,12,4,0,16,0.75
2008,JAX,13.066657178795978,614.0,0.02128120061693156,-4.1785915876774755,1035,-0.004037286558142488,65.61417708090086,947,-0.06928635383410861,5,11,0,16,0.3125
2008,KC,-23.005822116652013,606.0,-0.0379634028327591,-49.4876172266667,976,-0.05070452584699457,81.59468183111264,1046,-0.0780063879838553,2,14,0,16,0.125
2008,LAC,126.69231274819515,517.0,0.24505282930018404,122.85734717863545,951,0.12918753646544212,37.399193372724056,1073,-0.03485479345081459,8,8,0,16,0.5
2008,LAR,-130.72471944164474,575.0,-0.22734733815938216,-187.06591592330008,1012,-0.18484774300721352,67.64624137965626,978,-0.06916793597101867,2,14,0,16,0.125
2008,LV,-86.95482617685101,469.0,-0.18540474664573778,-140.02402878021283,941,-0.1488034312223303,60.86445180572759,1063,-0.05725724534875597,5,11,0,16,0.3125
2008,MIA,95.6267582205437,525.0,0.18214620613436897,80.70097611704705,964,0.08371470551560897,10.843407881522348,1008,-0.010757349088811853,11,5,0,16,0.6875
2008,MIN,-26.963271258788094,510.0,-0.052869159330957045,-40.44058875442137,1040,-0.038885181494635934,-107.18329771560121,979,0.10948242871869378,10,6,0,16,0.625
2008,NE,72.1823987041694,618.0,0.11679999790318674,112.85424413136616,1092,0.10334637740967596,9.763682515375573,940,-0.010386896292952736,11,5,0,16,0.6875
2008,NO,146.286780967939,649.0,0.2254033605052989,126.8736007344904,1061,0.11957926553674872,40.61823164678908,1023,-0.03970501627252109,8,8,0,16,0.5
2008,NYG,57.03811470227941,526.0,0.10843748042258443,97.30471391287038,1052,0.09249497520234827,-50.82048125522419,948,0.05360810258989893,12,4,0,16,0.75
2008,NYJ,5.405885556055197,567.0,0.009534189693219043,38.21037544364913,1007,0.03794476210888692,-26.830847467417236,1033,0.025973714876492967,9,7,0,16,0.5625
2008,PHI,21.761440575702736,651.0,0.03342771209785367,4.733669584011662,1058,0.0044741678487822895,-157.45700527299343,1004,0.1568296865268859,9,6,1,16,0.59375
2008,PIT,4.1934823116019055,570.0,0.007356986511582291,-32.13715240977851,1030,-0.031201118844445153,-189.6368741493972,996,0.1903984680214831,12,4,0,16,0.75
2008,SEA,-27.12615333826263,532.0,-0.05098901003432825,-53.635927286177754,946,-0.05669759755409911,73.60374404815789,1078,-0.06827805570330046,4,12,0,16,0.25
2008,SF,-19.434698483502277,594.0,-0.0327183476153237,-55.22707537602017,988,-0.055897849570870614,27.14831982694782,1041,-0.026079077643561786,7,9,0,16,0.4375
2008,TB,14.550453436674623,621.0,0.02343068186260004,-35.41023364145128,1066,-0.03321785519835955,-79.90345680125385,959,0.0833195587082939,9,7,0,16,0.5625
2008,TEN,6.025751909262194,478.0,0.012606175542389528,-2.9210159629161434,987,-0.002959489324129831,-121.99920869450389,1048,0.11641145867796172,13,3,0,16,0.8125
2008,WAS,-6.045868127555429,571.0,-0.010588210381007756,-33.457695169630284,1050,-0.03186447159012408,-27.496987403445992,943,0.029159053450101793,8,8,0,16,0.5
2009,ARI,20.085526933286175,620.0,0.03239601118271964,-25.56357725246549,1000,-0.02556357725246549,-47.27149085221205,1058,0.044680048064472636,10,6,0,16,0.625
2009,ATL,45.83460164324836,602.0,0.07613721203197403,43.49547741776963,1068,0.040726102451095154,10.81793645458263,1027,-0.010533531114491363,9,7,0,16,0.5625
2009,BAL,34.91450405438631,559.0,0.062458862351317194,60.4751242798664,1044,0.057926364252745596,-88.38358369916857,1025,0.0862278865357742,9,7,0,16,0.5625
2009,BUF,-70.1936902663694,513.0,-0.13682980558746471,-117.5916022457178,939,-0.12523067331812332,-42.43335235034463,1098,0.038646040391935,6,10,0,16,0.375
2009,CAR,-44.253442331659684,503.0,-0.08797901059972105,-59.30193831187436,1030,-0.05757469739016928,-78.78868926391111,1007,0.07824100224817389,8,8,0,16,0.5
2009,CHI,-51.943245729412055,612.0,-0.0848745845251831,-88.28222311434283,991,-0.08908397892466481,3.7321554106932786,1051,-0.003551051770402739,7,9,0,16,0.4375
2009,CIN,11.880289584464766,521.0,0.022802859087264427,-19.475750353496164,1040,-0.01872668303220785,-58.765040378445356,993,0.059179295446571356,10,6,0,16,0.625
2009,CLE,-137.860760920874,477.0,-0.28901627027436894,-165.53505726677196,987,-0.1677153569065572,77.86648674182088,1086,-0.07170026403482585,5,11,0,16,0.3125
2009,DAL,105.37819876459982,594.0,0.17740437502457881,92.44805813905961,1045,0.08846704128139676,-37.448557418125354,1018,0.03678640217890506,11,5,0,16,0.6875
2009,DEN,3.1837061184063495,601.0,0.005297347950759317,-28.010234368013705,1061,-0.026399843890682097,-67.87326664054409,1031,0.06583246036910193,8,8,0,16,0.5
2009,DET,-136.97642713092168,648.0,-0.21138337520203962,-178.80090564517585,1058,-0.1689989656381624,82.28906600547644,1034,-0.07958323598208554,2,14,0,16,0.125
2009,GB,121.87499185944553,623.0,0.19562599014357226,131.82163721384313,1066,0.12366007243324871,-146.67167002368953,992,0.14785450607226766,11,5,0,16,0.6875
2009,HOU,99.20395931299818,633.0,0.15672031487045526,44.291028052372,1038,0.04266958386548362,-30.53598360550457,1013,0.03014411017325229,9,7,0,16,0.5625
2009,IND,136.93951564779954,619.0,0.2212270042775437,127.59164652186237,1002,0.12733697257670895,-38.97422315016074,1106,0.03523889977410555,14,2,0,16,0.875
2009,JAX,-12.613432350810577,595.0,-0.021199045967748867,8.484321533258576,1023,0.008293569436225393,91.33058308780079,986,-0.0926273662148081,7,9,0,16,0.4375
2009,KC,-90.10358184594179,604.0,-0.14917811563897648,-130.51313664933048,1060,-0.12312560061257592,23.197544662507593,1087,-0.021340887454008826,4,12,0,16,0.25
2009,LAC,171.8879769660738,552.0,0.3113912626196989,142.64369856783895,993,0.14364924327073408,16.25822375649547,1026,-0.015846221984888373,13,3,0,16,0.8125
2009,LAR,-169.65277311977792,600.0,-0.2827546218662965,-213.5145783641488,1030,-0.20729570714965903,91.74464007332706,1019,-0.09003399418383422,1,15,0,16,0.0625
2009,LV,-136.03723267574912,551.0,-0.24689152935707645,-187.26207266627688,973,-0.19245845083892793,63.33669276925174,1045,-0.060609275377274396,5,11,0,16,0.3125
2009,MIA,-13.477040813341713,583.0,-0.023116708084634157,4.044186976333576,1110,0.0036434116903906084,47.265316082316886,987,-0.04788785823942947,7,9,0,16,0.4375
2009,MIN,138.7274669348778,587.0,0.23633299307474925,91.05939498748897,1071,0.08502277776609614,-67.61400809181842,954,0.07087422231846795,12,4,0,16,0.75
2009,NE,130.23195861103895,622.0,0.2093761392460433,131.27270342974953,1109,0.11837033672655503,-29.55612823717049,963,0.030691721949294384,10,6,0,16,0.625
2009,NO,130.77104769426197,570.0,0.22942289069168767,124.1030544655617,1051,0.1180809271794117,-51.158660493934796,1056,0.048445701225317044,13,3,0,16,0.8125
2009,NYG,94.88255209044395,583.0,0.1627488028995608,64.9976220082251,1048,0.06202063168723768,67.85017240450229,968,-0.07009315331043625,8,8,0,16,0.5
2009,NYJ,-80.08554422063584,442.0,-0.18118901407383675,-61.74735620212403,1038,-0.05948685568605398,-166.52406284132925,979,0.17009608053251202,9,7,0,16,0.5625
2009,PHI,48.73362286521776,608.0,0.08015398497568711,45.09996917901068,990,0.04555552442324311,-82.64972926781992,1077,0.07674069569899714,11,5,0,16,0.6875
2009,PIT,76.3923358157257,595.0,0.1283904803625642,44.53564835351217,1045,0.042617845314365715,-25.75749104920313,995,0.025886925677591086,9,7,0,16,0.5625
2009,SEA,-74.28105124001154,670.0,-0.11086724065673363,-114.37456731221447,1073,-0.10659325937764629,31.728759934647076,1053,-0.030131775816378988,5,11,0,16,0.3125
2009,SF,-42.45994448848669,580.0,-0.07320680084221844,-64.331951484289,958,-0.06715235019236847,-132.36643830030116,1063,0.12452157883377343,8,8,0,16,0.5
2009,TB,-86.64389679545025,598.0,-0.1448894595241643,-154.32698630182801,987,-0.156359661906614,44.891473485650124,1050,-0.042753784272047735,3,13,0,16,0.1875
2009,TEN,14.152188652836003,519.0,0.027268186228971102,9.999038119877161,1005,0.009949291661569314,60.840415548837484,1055,-0.057668640330651645,8,8,0,16,0.5
2009,WAS,9.799033177420215,603.0,0.01625046961429555,-46.248271824666965,988,-0.046809991725371425,-8.894690871333893,1019,0.008728842857049944,4,12,0,16,0.25
2010,ARI,-165.71739542975396,622.0,-0.26642668075523146,-210.33597114913198,956,-0.2200167062229414,-18.21435152838298,1125,0.016190534691895984,5,11,0,16,0.3125
2010,ATL,88.90891433740985,624.0,0.14248223451507988,75.56185227691287,1135,0.06657431918670738,-40.53462604452609,965,0.04200479382852445,13,3,0,16,0.8125
2010,BAL,51.41137439956617,543.0,0.09468024751301321,28.943459863868924,1038,0.02788387270122247,-50.22418285950947,1030,0.04876134258204803,12,4,0,16,0.75
2010,BUF,-60.513577746818,580.0,-0.10433375473589311,-102.98866433912747,976,-0.10552117247861421,69.25980670730362,1094,-0.06330878126810204,4,12,0,16,0.25
2010,CAR,-162.5020503258354,548.0,-0.296536588185831,-245.3341752006292,986,-0.24881762190733184,-24.35416251438585,1088,0.022384340546310524,2,14,0,16,0.125
2010,CHI,-40.0808983583632,552.0,-0.07261032311297681,-93.28219946184035,960,-0.09716895777275036,-108.54162343400331,1022,0.10620511099217546,11,5,0,16,0.6875
2010,CIN,20.367042464798523,628.0,0.03243159628152631,-45.2743883798165,1074,-0.042154924003553536,21.65391068962844,974,-0.022231941159782793,4,12,0,16,0.25
2010,CLE,-41.17906380217221,531.0,-0.07755002599279136,-72.70265446312096,943,-0.07709719455262032,20.114329395798954,1054,-0.01908380398083392,5,11,0,16,0.3125
2010,DAL,39.0316264994557,637.0,0.061274138931641596,-2.2009894023116425,1062,-0.002072494729107008,22.525108004538914,1005,-0.022413042790585983,6,10,0,16,0.375
2010,DEN,45.17025459166754,642.0,0.07035865201194322,-17.67373868633326,1050,-0.016832132082222152,131.8116780875797,1085,-0.12148541759223937,4,12,0,16,0.25
2010,DET,12.451497228294512,681.0,0.018284136899110882,-47.42836951413315,1093,-0.04339283578603216,-28.00108432811156,1042,0.02687244177361954,6,10,0,16,0.375
2010,GB,110.32610910321162,619.0,0.17823280953669082,77.21603206745878,1020,0.07570199222299881,-114.07431589812255,1005,0.11350678198818163,10,6,0,16,0.625
2010,HOU,79.30405628925567,608.0,0.1304343031073284,112.75883363510879,1054,0.10698181559308234,146.3416369410569,1037,-0.14112018991423037,6,10,0,16,0.375
2010,IND,115.27494349525183,696.0,0.165624918815017,104.83271730604267,1106,0.0947854586853912,11.06482215543025,1016,-0.010890572987628199,10,6,0,16,0.625
2010,JAX,-6.857647679216841,535.0,-0.012818033045265123,20.431252565685213,1052,0.01942134274304678,118.86093657306077,974,-0.12203381578342995,8,8,0,16,0.5
2010,KC,43.31203846934897,524.0,0.08265656196440643,37.061291156357214,1088,0.03406368672459303,-31.178394218839923,1051,0.029665455964643123,10,6,0,16,0.625
2010,LAC,157.16392354296195,594.0,0.2645857298703063,101.47199063934684,1062,0.09554801378469571,-104.83692691655328,960,0.109205132204743,9,7,0,16,0.5625
2010,LAR,-52.83080712228713,637.0,-0.08293690286073334,-105.49321189127903,1080,-0.09767889989933244,-60.74481308667206,1044,0.05818468686462841,7,9,0,16,0.4375
2010,LV,-11.118939915865454,567.0,-0.01961012330840468,-9.459279214608502,1076,-0.008791151686439128,-10.263879066614319,1035,0.009916791368709486,8,8,0,16,0.5
2010,MIA,-19.971893978335164,618.0,-0.0323169805474679,-75.18866715335574,1060,-0.07093270486165636,-26.821230724474713,1001,0.026794436288186528,7,9,0,16,0.4375
2010,MIN,-80.1088758169614,564.0,-0.14203701385986064,-114.14867702982168,1021,-0.11180085899101047,-54.280849087508486,988,0.05494013065537296,6,10,0,16,0.375
2010,NE,147.78505066590344,538.0,0.2746934027247276,191.77328459992043,1005,0.19081918865663725,-18.6375370522711,1092,0.017067341622958882,14,2,0,16,0.875
2010,NO,78.1158092640771,686.0,0.11387144207591414,42.570766571188464,1088,0.039127542804401165,-43.730857744089654,973,0.04494435533822164,11,5,0,16,0.6875
2010,NYG,35.728659415828375,564.0,0.06334868690749712,-6.524716823801384,1057,-0.006172863598676806,-103.16184323501975,996,0.10357614782632504,10,6,0,16,0.625
2010,NYJ,-0.46394452873496883,562.0,-0.0008255240724821509,-20.667056870141263,1109,-0.01863575912546552,-72.09455035187055,1007,0.07159339657583967,11,5,0,16,0.6875
2010,PHI,74.73846988799299,667.0,0.11205167899249324,82.39754250364365,1058,0.07788047495618493,0.6097673668834362,1037,-0.0005880109613147891,10,6,0,16,0.625
2010,PIT,88.04908972188501,532.0,0.16550580774790416,35.28795223775792,1011,0.03490400814812851,-122.89278850808238,1012,0.12143556176687982,12,4,0,16,0.75
2010,SEA,-45.336180480921485,597.0,-0.07594000080556362,-114.81124645261491,981,-0.11703490973762988,39.75960986457846,1084,-0.03667860688614249,7,9,0,16,0.4375
2010,SF,-30.26900819201864,562.0,-0.053859445181527826,-53.810599183623125,970,-0.055474844519199096,-43.80470678481676,1060,0.04132519508001581,6,10,0,16,0.375
2010,TB,84.4460937119181,566.0,0.14919804542741713,45.15355802887674,977,0.04621653841236104,-7.7090895918467215,1007,0.007655501084256923,10,6,0,16,0.625
2010,TEN,17.565667236652814,514.0,0.03417444987675645,-16.289898447473043,939,-0.017348134661845625,1.2907648951786046,1176,-0.001097589196580446,6,10,0,16,0.375
2010,WAS,-44.17922489700019,667.0,-0.0662357194857574,-81.49108280400728,1031,-0.07904081746266467,21.16438927966152,1079,-0.019614818609510212,6,10,0,16,0.375
2011,ARI,-65.57032311771934,629.0,-0.10424534676902916,-78.08198523569004,1015,-0.0769280642716158,-9.765376989243602,1125,0.008680335101549868,8,8,0,16,0.5
2011,ATL,74.71110530419348,629.0,0.1187775918985588,50.53579745666356,1099,0.04598343717621798,-31.651991367798473,981,0.032265026878489776,10,6,0,16,0.625
2011,BAL,42.183805408523604,586.0,0.07198601605550103,43.28393991846144,1059,0.040872464512239325,-129.55200388222573,1031,0.12565664780041294,12,4,0,16,0.75
2011,BUF,-15.86811574031816,626.0,-0.025348427700188754,-0.5931175774121478,1027,-0.0005775244181228313,58.71066662591646,1019,-0.05761596332278357,6,10,0,16,0.375
2011,CAR,50.140098577353896,601.0,0.083427784654499,104.79309541845488,1029,0.10183974287507763,110.55300006740634,1006,-0.10989363823797847,6,10,0,16,0.375
2011,CHI,-66.32799324227673,547.0,-0.12125775729849494,-109.84245679689703,998,-0.11006258196081867,-77.92232995160624,1077,0.0723512812921135,8,8,0,16,0.5
